Country Name;Short Name;year;Record;Built-up Land;Cropland;Forest Products;Total;isoa2
Germany;Germany;1961;EFConsTotGHA;4508944;50848053;34038128;314812906;DE
Germany;Germany;1962;EFConsTotGHA;5365563;61042327;35185355;342804948;DE
Germany;Germany;1963;EFConsTotGHA;5556140;57028828;31841615;350606550;DE
Germany;Germany;1964;EFConsTotGHA;5538744;57958495;34342936;365151691;DE
Germany;Germany;1965;EFConsTotGHA;5238184;57341761;35539398;373468090;DE
Germany;Germany;1966;EFConsTotGHA;5271125;58452384;36347978;373002711;DE
Germany;Germany;1967;EFConsTotGHA;6507943;64377206;34089392;371626070;DE
Germany;Germany;1968;EFConsTotGHA;6556474;64204055;37637211;394203291;DE
Germany;Germany;1969;EFConsTotGHA;6495381;64374933;43239011;425868188;DE
Germany;Germany;1970;EFConsTotGHA;6168911;65497801;44919519;537256168;DE
Germany;Germany;1971;EFConsTotGHA;6905275;71320285;44458492;543288519;DE
Germany;Germany;1972;EFConsTotGHA;7017025;74957491;42533746;559455612;DE
Germany;Germany;1973;EFConsTotGHA;7030282;71646155;47362747;572080838;DE
Germany;Germany;1974;EFConsTotGHA;7557680;72139464;43628671;538791082;DE
Germany;Germany;1975;EFConsTotGHA;7286006;70335628;39029537;518323574;DE
Germany;Germany;1976;EFConsTotGHA;6067420;69597945;43478505;547534134;DE
Germany;Germany;1977;EFConsTotGHA;7011400;72010288;45636126;544735257;DE
Germany;Germany;1978;EFConsTotGHA;7321914;77276384;46884930;564638005;DE
Germany;Germany;1979;EFConsTotGHA;7314020;76218745;47910476;585358899;DE
Germany;Germany;1980;EFConsTotGHA;7263242;77905964;50149891;562096514;DE
Germany;Germany;1981;EFConsTotGHA;7180483;75981949;47158945;527695814;DE
Germany;Germany;1982;EFConsTotGHA;7871996;81323062;45969966;514331259;DE
Germany;Germany;1983;EFConsTotGHA;7094433;79720762;46145505;511431948;DE
Germany;Germany;1984;EFConsTotGHA;8246100;84441588;46620808;520525350;DE
Germany;Germany;1985;EFConsTotGHA;8596137;87137834;45409135;526255656;DE
Germany;Germany;1986;EFConsTotGHA;8487600;80968359;47054751;527226556;DE
Germany;Germany;1987;EFConsTotGHA;8386311;78412034;47580941;521979072;DE
Germany;Germany;1988;EFConsTotGHA;8610999;79757380;48317441;521801007;DE
Germany;Germany;1989;EFConsTotGHA;8608638;77336045;52368413;519810578;DE
Germany;Germany;1990;EFConsTotGHA;8581805;78918264;80933090;547587665;DE
Germany;Germany;1991;EFConsTotGHA;9104516;76780185;41943983;508289130;DE
Germany;Germany;1992;EFConsTotGHA;8242400;69993665;43492226;494733592;DE
Germany;Germany;1993;EFConsTotGHA;8437067;70584790;42640851;474607676;DE
Germany;Germany;1994;EFConsTotGHA;9072326;69972284;46794106;482536802;DE
Germany;Germany;1995;EFConsTotGHA;9476662;71578892;43376445;477917694;DE
Germany;Germany;1996;EFConsTotGHA;9665320;69053949;40490108;473713457;DE
Germany;Germany;1997;EFConsTotGHA;10370220;73352757;41171069;467069638;DE
Germany;Germany;1998;EFConsTotGHA;10943837;73675425;42300076;470340404;DE
Germany;Germany;1999;EFConsTotGHA;11206492;71755699;41183202;439133251;DE
Germany;Germany;2000;EFConsTotGHA;11254276;68339342;51655401;449551847;DE
Germany;Germany;2001;EFConsTotGHA;12217506;74006416;39511817;444179094;DE
Germany;Germany;2002;EFConsTotGHA;10762272;67101394;37296156;423890771;DE
Germany;Germany;2003;EFConsTotGHA;10116820;66395852;42982317;430389289;DE
Germany;Germany;2004;EFConsTotGHA;12231624;79671118;41577383;437261752;DE
Germany;Germany;2005;EFConsTotGHA;11368904;72042440;37978024;422577117;DE
Germany;Germany;2006;EFConsTotGHA;10878163;70980838;44455293;442086014;DE
Germany;Germany;2007;EFConsTotGHA;10611638;75972930;52199771;441560893;DE
Germany;Germany;2008;EFConsTotGHA;11712253;76161043;36626498;432128580;DE
Germany;Germany;2009;EFConsTotGHA;12058740;76307213;29279743;407918441;DE
Germany;Germany;2010;EFConsTotGHA;11490678;70632931;39844118;436989875;DE
Germany;Germany;2011;EFConsTotGHA;10254834;68489239;42091182;429787119;DE
Germany;Germany;2012;EFConsTotGHA;11102126;70386950;39581367;414883134;DE
Germany;Germany;2013;EFConsTotGHA;11534049;68814180;40863407;417395618;DE
Germany;Germany;2014;EFConsTotGHA;12637396;73777567;41252659;407058581;DE
Brazil;Brazil;1961;EFConsTotGHA;3413788;34075857;46227989;179679058;BR
Brazil;Brazil;1962;EFConsTotGHA;3543881;37533386;47515190;188435430;BR
Brazil;Brazil;1963;EFConsTotGHA;3373377;35320936;46521059;187830792;BR
Brazil;Brazil;1964;EFConsTotGHA;3258965;35887640;46556439;189658894;BR
Brazil;Brazil;1965;EFConsTotGHA;3999078;43120764;47166092;197968078;BR
Brazil;Brazil;1966;EFConsTotGHA;3762075;39586928;48613361;202803858;BR
Brazil;Brazil;1967;EFConsTotGHA;4115639;44660595;50271294;212109048;BR
Brazil;Brazil;1968;EFConsTotGHA;4044953;43421240;51464858;218899488;BR
Brazil;Brazil;1969;EFConsTotGHA;4177602;43429807;52678932;223291085;BR
Brazil;Brazil;1970;EFConsTotGHA;4258288;44457711;54383718;233685180;BR
Brazil;Brazil;1971;EFConsTotGHA;4586120;49960675;55354004;247359385;BR
Brazil;Brazil;1972;EFConsTotGHA;4594338;48733635;55042371;253580413;BR
Brazil;Brazil;1973;EFConsTotGHA;4563134;48218916;54914413;265343490;BR
Brazil;Brazil;1974;EFConsTotGHA;5052852;55300685;57213097;291249747;BR
Brazil;Brazil;1975;EFConsTotGHA;4863885;50929052;61089667;292907933;BR
Brazil;Brazil;1976;EFConsTotGHA;5117591;51607644;63837645;312800917;BR
Brazil;Brazil;1977;EFConsTotGHA;5328592;57049709;66891458;329762775;BR
Brazil;Brazil;1978;EFConsTotGHA;5180943;57714312;71817810;343434117;BR
Brazil;Brazil;1979;EFConsTotGHA;5367598;62013513;77705994;362147280;BR
Brazil;Brazil;1980;EFConsTotGHA;6185790;66458128;82187047;375456110;BR
Brazil;Brazil;1981;EFConsTotGHA;6357731;64030448;81740101;362747582;BR
Brazil;Brazil;1982;EFConsTotGHA;6543851;66177267;84349524;366403703;BR
Brazil;Brazil;1983;EFConsTotGHA;6709505;60993635;84981258;355136209;BR
Brazil;Brazil;1984;EFConsTotGHA;7606504;70518413;86090273;367595307;BR
Brazil;Brazil;1985;EFConsTotGHA;8870650;79536276;88144185;380757025;BR
Brazil;Brazil;1986;EFConsTotGHA;8126840;85524623;89585801;417729279;BR
Brazil;Brazil;1987;EFConsTotGHA;9308684;86155166;91516106;415910520;BR
Brazil;Brazil;1988;EFConsTotGHA;9430671;84030801;90798200;408749386;BR
Brazil;Brazil;1989;EFConsTotGHA;10111212;88453219;96943037;434452277;BR
Brazil;Brazil;1990;EFConsTotGHA;8932197;78176913;93626942;433166697;BR
Brazil;Brazil;1991;EFConsTotGHA;8667448;84606180;94701221;445918496;BR
Brazil;Brazil;1992;EFConsTotGHA;9429003;87867810;96316289;448428353;BR
Brazil;Brazil;1993;EFConsTotGHA;9633899;90052377;96833245;457729075;BR
Brazil;Brazil;1994;EFConsTotGHA;10375497;98886261;98266139;477856733;BR
Brazil;Brazil;1995;EFConsTotGHA;9814397;101771937;100832854;505324920;BR
Brazil;Brazil;1996;EFConsTotGHA;9193949;94619810;102384734;507282715;BR
Brazil;Brazil;1997;EFConsTotGHA;10122121;96244644;102294362;510434146;BR
Brazil;Brazil;1998;EFConsTotGHA;10487997;98097350;99535036;511501698;BR
Brazil;Brazil;1999;EFConsTotGHA;11496588;101713916;110964491;520897340;BR
Brazil;Brazil;2000;EFConsTotGHA;12051479;108753515;113631161;542047504;BR
Brazil;Brazil;2001;EFConsTotGHA;13023511;102008005;102392831;523419029;BR
Brazil;Brazil;2002;EFConsTotGHA;13479444;107811226;105894242;530886962;BR
Brazil;Brazil;2003;EFConsTotGHA;14971029;121742881;117487434;546714512;BR
Brazil;Brazil;2004;EFConsTotGHA;14969492;115135668;105863651;525815014;BR
Brazil;Brazil;2005;EFConsTotGHA;14094637;105661226;102483328;504717784;BR
Brazil;Brazil;2006;EFConsTotGHA;14691476;110167493;101821496;509192498;BR
Brazil;Brazil;2007;EFConsTotGHA;16023266;121107808;103664831;532127184;BR
Brazil;Brazil;2008;EFConsTotGHA;17465008;137979402;98829550;566244440;BR
Brazil;Brazil;2009;EFConsTotGHA;17142915;125088097;95416028;544250290;BR
Brazil;Brazil;2010;EFConsTotGHA;18023414;136711358;101501996;592356705;BR
Brazil;Brazil;2011;EFConsTotGHA;18650117;140890472;111466470;622817918;BR
Brazil;Brazil;2012;EFConsTotGHA;18597471;130060284;118639441;619095395;BR
Brazil;Brazil;2013;EFConsTotGHA;19677603;139537126;111003817;628376288;BR
Brazil;Brazil;2014;EFConsTotGHA;19292815;145494133;103918102;634245134;BR
Turkey;Turkey;1961;EFConsTotGHA;417706;23576449;4184455;44649341;TR
Turkey;Turkey;1962;EFConsTotGHA;452625;24680172;4316605;45584803;TR
Turkey;Turkey;1963;EFConsTotGHA;533333;29727808;4979082;52917123;TR
Turkey;Turkey;1964;EFConsTotGHA;472800;24660794;6015068;48614520;TR
Turkey;Turkey;1965;EFConsTotGHA;487122;24766613;7084982;51073981;TR
Turkey;Turkey;1966;EFConsTotGHA;546450;27450488;7238105;56871440;TR
Turkey;Turkey;1967;EFConsTotGHA;582809;27841197;7446608;58488795;TR
Turkey;Turkey;1968;EFConsTotGHA;564624;26971059;8114461;60035336;TR
Turkey;Turkey;1969;EFConsTotGHA;588150;29085652;8940999;64169985;TR
Turkey;Turkey;1970;EFConsTotGHA;594518;29035969;8667706;64299243;TR
Turkey;Turkey;1971;EFConsTotGHA;722119;34143908;8645580;71445971;TR
Turkey;Turkey;1972;EFConsTotGHA;708927;32173443;9228322;73233560;TR
Turkey;Turkey;1973;EFConsTotGHA;592517;25106427;9172308;67250405;TR
Turkey;Turkey;1974;EFConsTotGHA;672912;30708923;9782320;74317328;TR
Turkey;Turkey;1975;EFConsTotGHA;854390;37510518;9578978;83566361;TR
Turkey;Turkey;1976;EFConsTotGHA;933449;38064546;10972258;90470353;TR
Turkey;Turkey;1977;EFConsTotGHA;946809;37850729;11074032;94501725;TR
Turkey;Turkey;1978;EFConsTotGHA;963167;35822248;11114466;90250715;TR
Turkey;Turkey;1979;EFConsTotGHA;1014239;40007738;11410390;93449250;TR
Turkey;Turkey;1980;EFConsTotGHA;1028488;39542289;11217014;94261280;TR
Turkey;Turkey;1981;EFConsTotGHA;1068096;39056596;11016995;93511358;TR
Turkey;Turkey;1982;EFConsTotGHA;1249602;42198795;11085665;97918756;TR
Turkey;Turkey;1983;EFConsTotGHA;1205716;37938864;10276277;97469091;TR
Turkey;Turkey;1984;EFConsTotGHA;1292034;43819591;10033563;103973276;TR
Turkey;Turkey;1985;EFConsTotGHA;1355476;46169374;8695671;108872357;TR
Turkey;Turkey;1986;EFConsTotGHA;1533095;51116598;9855570;117757818;TR
Turkey;Turkey;1987;EFConsTotGHA;1586866;52644926;9841662;127638687;TR
Turkey;Turkey;1988;EFConsTotGHA;1710916;50655018;9850318;122596561;TR
Turkey;Turkey;1989;EFConsTotGHA;1404409;46945397;9060605;122375853;TR
Turkey;Turkey;1990;EFConsTotGHA;1754077;58271995;9493309;139719032;TR
Turkey;Turkey;1991;EFConsTotGHA;1775334;51260132;9205749;134106265;TR
Turkey;Turkey;1992;EFConsTotGHA;1743194;48716916;11395906;136494820;TR
Turkey;Turkey;1993;EFConsTotGHA;1871783;57422626;14861426;158174006;TR
Turkey;Turkey;1994;EFConsTotGHA;1819970;51181648;11733817;137913217;TR
Turkey;Turkey;1995;EFConsTotGHA;1865634;55764427;13299463;157432571;TR
Turkey;Turkey;1996;EFConsTotGHA;2009806;59304685;14429391;167521674;TR
Turkey;Turkey;1997;EFConsTotGHA;1983297;57752457;14018745;169000067;TR
Turkey;Turkey;1998;EFConsTotGHA;2325888;64124297;14210159;177605035;TR
Turkey;Turkey;1999;EFConsTotGHA;2086166;56263198;14137315;165046626;TR
Turkey;Turkey;2000;EFConsTotGHA;2307840;63574009;15185535;185252663;TR
Turkey;Turkey;2001;EFConsTotGHA;2141395;54593763;12235257;150151322;TR
Turkey;Turkey;2002;EFConsTotGHA;2321737;63137330;14327702;178201650;TR
Turkey;Turkey;2003;EFConsTotGHA;2274845;62289925;14242774;184847229;TR
Turkey;Turkey;2004;EFConsTotGHA;2368348;64491878;15521572;188842748;TR
Turkey;Turkey;2005;EFConsTotGHA;2468318;65239595;19026828;203196792;TR
Turkey;Turkey;2006;EFConsTotGHA;2438236;64546336;19925795;215225131;TR
Turkey;Turkey;2007;EFConsTotGHA;2227722;64197232;21538383;228490539;TR
Turkey;Turkey;2008;EFConsTotGHA;2184056;63750536;20855833;221771098;TR
Turkey;Turkey;2009;EFConsTotGHA;2463868;64056612;19998256;215539196;TR
Turkey;Turkey;2010;EFConsTotGHA;2571661;65349146;22930987;233688474;TR
Turkey;Turkey;2011;EFConsTotGHA;2716662;67613227;23584136;249885619;TR
Turkey;Turkey;2012;EFConsTotGHA;2662881;66177817;25197910;253496631;TR
Turkey;Turkey;2013;EFConsTotGHA;2828610;66886686;24192724;249514578;TR
Turkey;Turkey;2014;EFConsTotGHA;2642953;62179650;24927419;248685538;TR
United States of America;United States;1961;EFConsTotGHA;7119856;189086047;210893735;1522783088;US
United States of America;United States;1962;EFConsTotGHA;7159264;184070642;219560489;1576471059;US
United States of America;United States;1963;EFConsTotGHA;7554383;191460104;215702250;1644448242;US
United States of America;United States;1964;EFConsTotGHA;7279098;169381818;228020639;1680333747;US
United States of America;United States;1965;EFConsTotGHA;8218387;192890548;236146030;1782796169;US
United States of America;United States;1966;EFConsTotGHA;8187397;181265968;243008163;1860393628;US
United States of America;United States;1967;EFConsTotGHA;8938432;207542355;236042216;1926270505;US
United States of America;United States;1968;EFConsTotGHA;8998931;222032726;250725553;2044247494;US
United States of America;United States;1969;EFConsTotGHA;8862140;232354970;252829551;2112446546;US
United States of America;United States;1970;EFConsTotGHA;8523611;205293917;249684776;2169331364;US
United States of America;United States;1971;EFConsTotGHA;9764196;242781746;261359037;2255468370;US
United States of America;United States;1972;EFConsTotGHA;9610500;214933985;259345878;2325429300;US
United States of America;United States;1973;EFConsTotGHA;10273771;197343065;263747355;2390260482;US
United States of America;United States;1974;EFConsTotGHA;9209991;177952416;258317347;2283236255;US
United States of America;United States;1975;EFConsTotGHA;10645176;211056811;227955295;2195964057;US
United States of America;United States;1976;EFConsTotGHA;10628492;205025213;255179878;2345294943;US
United States of America;United States;1977;EFConsTotGHA;11433788;222196194;264212539;2445346485;US
United States of America;United States;1978;EFConsTotGHA;11613600;200578789;294856974;2440844718;US
United States of America;United States;1979;EFConsTotGHA;12863599;224513413;297146283;2486679734;US
United States of America;United States;1980;EFConsTotGHA;11741205;167182390;271692187;2265471675;US
United States of America;United States;1981;EFConsTotGHA;13738551;216176265;268517699;2262013409;US
United States of America;United States;1982;EFConsTotGHA;14337954;235249367;260426543;2175207702;US
United States of America;United States;1983;EFConsTotGHA;10682708;133586140;293411673;2098816158;US
United States of America;United States;1984;EFConsTotGHA;13966312;218949681;322035425;2311755859;US
United States of America;United States;1985;EFConsTotGHA;15092028;278484318;319724254;2392503542;US
United States of America;United States;1986;EFConsTotGHA;14057890;249077829;342008345;2386857126;US
United States of America;United States;1987;EFConsTotGHA;13937814;215676966;349945529;2415697463;US
United States of America;United States;1988;EFConsTotGHA;11211511;130343066;340000103;2399091058;US
United States of America;United States;1989;EFConsTotGHA;13792938;189572932;340628731;2482268397;US
United States of America;United States;1990;EFConsTotGHA;15357475;238522760;342964300;2499966558;US
United States of America;United States;1991;EFConsTotGHA;14327038;203809800;317016200;2421326584;US
United States of America;United States;1992;EFConsTotGHA;16653523;247886745;325200302;2535842340;US
